id,date,num_of_events,value
12560,2011-08-19,1,144
12364,2011-08-19,1,623.92
14709,2011-08-19,1,546.9
17719,2011-08-18,1,-10.08
13090,2011-08-19,1,-33.15
12968,2011-08-19,1,135.95
18170,2011-08-19,1,351.3
15862,2011-08-19,1,168.72
14500,2011-08-19,1,51
16330,2011-08-19,2,48.96
16330,2011-08-21,1,-9.7
18229,2011-08-21,1,495.4
17061,2011-08-21,1,407.4
12523,2011-08-21,1,128.55
12971,2011-08-21,1,151.2
17097,2011-08-21,2,-3.25
14566,2011-08-21,1,1432
17029,2011-08-21,1,358
17068,2011-08-21,1,206.69
13397,2011-08-21,1,247.72
13267,2011-08-21,1,313.35
14246,2011-08-21,1,504.19
14733,2011-08-21,1,316.98
18109,2011-08-21,1,399.59
15701,2011-08-21,1,857
17428,2011-08-21,1,377.25
16265,2011-08-21,1,435.98
17675,2011-08-21,1,962.09
12518,2011-08-21,1,324.83
13435,2011-08-21,1,393.14
14572,2011-08-21,2,609.3
14735,2011-08-21,1,122.28
16407,2011-08-21,2,469.01
14460,2011-08-21,1,157.8
15984,2011-08-21,1,683.28
13610,2011-08-21,1,128.45
14013,2011-08-21,1,199.22
17059,2011-08-21,1,739.43
15031,2011-08-21,1,110.96
,2011-08-21,1,10.02
14895,2011-08-21,2,872.92
15313,2011-08-21,1,52
15547,2011-08-21,1,366.18
17828,2011-08-22,1,213.5
18204,2011-08-22,1,817.89
14959,2011-08-22,1,114.94
17416,2011-08-22,1,908.74
15738,2011-08-22,1,327.15
15801,2011-08-22,1,137.22
13139,2011-08-22,1,540.92
17581,2011-08-22,2,1417.46
17527,2011-08-22,1,314.51
12363,2011-08-22,1,252.9
13089,2011-08-22,1,-27.3
12471,2011-08-22,1,1127.02
16839,2011-08-22,1,531.8
15572,2011-08-22,1,679.25
16201,2011-08-22,1,303.8
16652,2011-08-22,2,1471.25
14282,2011-08-22,1,102.24
14948,2011-08-22,1,13.2
14397,2011-08-22,1,174.96
15712,2011-08-22,1,307.66
14057,2011-08-22,1,305.02
,2011-08-22,2,28.28
13408,2011-08-22,1,463.82
13971,2011-08-22,1,373.66
13269,2011-08-22,1,315.68
17562,2011-08-22,1,125.7
12935,2011-08-22,1,316.02
16555,2011-08-22,1,151.98
12645,2011-08-22,1,511.96
15443,2011-08-22,1,247.09
14414,2011-08-22,1,190.06
16952,2011-08-22,2,167.61
17585,2011-08-22,1,319.55
17160,2011-08-22,1,758.05
14265,2011-08-22,1,278.13
15033,2011-08-22,1,247.42
17857,2011-08-22,1,3875.88
13933,2011-08-22,1,307.8
15296,2011-08-22,1,508
17676,2011-08-22,1,230.98
15796,2011-08-22,1,325.8
17073,2011-08-22,1,453.79
14505,2011-08-22,1,1062.88
17706,2011-08-22,1,931.5
15150,2011-08-22,1,1654.31
17703,2011-08-22,1,261.82
18241,2011-08-22,1,39.9
17659,2011-08-22,1,89.44
14045,2011-08-22,1,408
14711,2011-08-22,1,148.57
17083,2011-08-22,1,409.76
12627,2011-08-22,1,630.39
17949,2011-08-22,1,-1642.5
12627,2011-08-23,1,72
17469,2011-08-23,1,304.2
,2011-08-23,5,3521.33
17702,2011-08-23,1,563.64
15971,2011-08-23,1,291.4
15804,2011-08-23,1,432.48
13767,2011-08-23,1,385.88
14930,2011-08-23,2,1268.73
16133,2011-08-23,2,618.16
12530,2011-08-23,1,-38.65
12428,2011-08-23,1,-4.95
17450,2011-08-23,1,34.56
14407,2011-08-23,1,-16.95
12901,2011-08-23,1,780
14364,2011-08-23,1,351.1
14404,2011-08-23,1,309.24
15722,2011-08-23,1,654.15
12753,2011-08-23,1,-49.79
16904,2011-08-23,1,263.13
12621,2011-08-23,1,415.17
17841,2011-08-23,1,552.6
12477,2011-08-23,1,-5.35
13939,2011-08-23,1,205.71
14329,2011-08-23,1,399.35
15838,2011-08-23,1,480
14004,2011-08-23,1,765.9
18147,2011-08-23,1,98.88
14543,2011-08-23,1,300.9
14936,2011-08-23,1,1436.49
16712,2011-08-23,1,250.86
12593,2011-08-23,1,96.3
15569,2011-08-23,1,244.8
14529,2011-08-21,1,135.24
12553,2011-08-21,1,400.22
14800,2011-08-22,1,163.72
14523,2011-08-23,1,241.09
17940,2011-08-23,1,75
13593,2011-08-23,1,645.83
15089,2011-08-23,1,455.67
14646,2011-08-23,1,424.8
17696,2011-08-23,1,275.82
16033,2011-08-23,1,631.75
12567,2011-08-23,1,851.06
14191,2011-08-23,1,379.27
13862,2011-08-23,1,327.93
17242,2011-08-23,1,425.6
15755,2011-08-23,1,524.1
15005,2011-08-23,1,237.21
13140,2011-08-23,1,114.06
14769,2011-08-23,1,312.66
16143,2011-08-23,1,375.19
17315,2011-08-23,2,284.28
14060,2011-08-23,1,306.96
14418,2011-08-23,1,150.44
13263,2011-08-23,1,280.17
18018,2011-08-23,1,84.69
12540,2011-08-24,1,509.34
16342,2011-08-24,1,57.5
18061,2011-08-24,1,241.44
13576,2011-08-24,1,-3.39
14301,2011-08-24,1,-8.1
15270,2011-08-24,1,-39.89
15469,2011-08-24,1,-14.1
14189,2011-08-24,1,-6.37
14194,2011-08-24,1,-2.08
17652,2011-08-24,1,-13.25
13209,2011-08-24,1,-16.15
15301,2011-08-24,1,-7.33
12642,2011-08-24,1,366.45
12994,2011-08-24,1,-36
16302,2011-08-24,1,-20.4
16422,2011-08-24,1,786.84
16536,2011-08-21,1,548.97
12971,2011-08-24,1,239.9
13013,2011-08-24,1,255.15
15249,2011-08-24,2,696.56
17268,2011-08-24,1,452.16
12523,2011-08-24,1,184.26
13743,2011-08-24,1,116.88
13468,2011-08-24,1,121.37
13517,2011-08-24,1,-15.6
13534,2011-08-24,1,338.2
13798,2011-08-24,1,457.92
14796,2011-08-24,2,603.16
16607,2011-08-24,1,-14.04
16968,2011-08-24,1,253.31
16308,2011-08-24,1,640
16841,2011-08-24,1,-95.2
17706,2011-08-24,1,-310.33
12853,2011-08-24,1,-53
16723,2011-08-24,1,424.15
14299,2011-08-24,1,871.2
15932,2011-08-24,1,302.58
16042,2011-08-24,1,435.33
14527,2011-08-24,1,130.03
14875,2011-08-24,1,1103.32
17865,2011-08-24,2,1235.18
13901,2011-08-24,1,442.89
12471,2011-08-24,2,613.8
15769,2011-08-24,3,7952
13728,2011-08-24,1,161.94
12695,2011-08-24,1,244.65
14730,2011-08-24,1,137.14
13985,2011-08-24,1,391.68
13890,2011-08-24,1,310.76
14035,2011-08-24,1,136.68
15059,2011-08-24,2,275.67
16536,2011-08-24,1,-9.95
13694,2011-08-24,4,6506.03
16029,2011-08-24,1,1177.7
12569,2011-08-24,2,78.75
13411,2011-08-24,1,213.55
14407,2011-08-24,1,354.62
13199,2011-08-24,1,116.16
15812,2011-08-24,1,213.9
15800,2011-08-24,1,454.58
12748,2011-08-24,1,101.66
15939,2011-08-24,1,202
16340,2011-08-24,1,549.07
15727,2011-08-24,1,887.47
13881,2011-08-24,1,1187.74
14262,2011-08-24,1,309.5
13507,2011-08-24,1,394.09
13969,2011-08-24,1,706.22
14973,2011-08-24,1,302.96
17869,2011-08-24,2,117.22
14056,2011-08-24,1,305.63
13148,2011-08-24,1,-40.95
13236,2011-08-25,1,439.23
12712,2011-08-25,1,242.15
16493,2011-08-25,1,-17.16
15189,2011-08-25,1,356.64
17134,2011-08-25,1,94.5
17705,2011-08-25,1,308.2
12714,2011-08-25,1,1114.52
15290,2011-08-25,1,341.1
16589,2011-08-25,1,97
13078,2011-08-25,1,665.9
15263,2011-08-25,1,156.51
16779,2011-08-25,1,678.88
13000,2011-08-25,1,76.32
15129,2011-08-25,1,306
15251,2011-08-25,1,248.6
18241,2011-08-25,1,86.1
16093,2011-08-25,1,17
12955,2011-08-25,1,-17
15804,2011-08-25,1,-5
17841,2011-08-25,2,415.1
17844,2011-08-25,1,51.56
16638,2011-08-25,1,75.36
15955,2011-08-25,2,482.54
13517,2011-08-25,1,510.32
16503,2011-08-25,1,338.54
14687,2011-08-25,1,628.38
17676,2011-08-25,1,-4.41
13320,2011-08-25,1,472.54
16628,2011-08-25,1,496.3
12841,2011-08-25,1,115.34
13928,2011-08-25,1,121.25
12747,2011-08-22,1,301.7
16814,2011-08-23,1,177.9
17735,2011-08-23,1,951.96
16722,2011-08-25,2,278.8
14180,2011-08-25,1,134.75
12500,2011-08-25,1,378
12610,2011-08-25,1,309.5
13854,2011-08-25,1,322.32
12682,2011-08-25,1,470.4
14732,2011-08-25,1,-9.9
17656,2011-08-25,1,318.92
12464,2011-08-25,1,190.1
13149,2011-08-25,1,249.72
14050,2011-08-25,1,485.98
13634,2011-08-25,1,158.36
16429,2011-08-25,1,284.55
,2011-08-25,7,371.51
15838,2011-08-25,1,-11.52
16859,2011-08-25,1,-220.47
15950,2011-08-25,1,662.56
13266,2011-08-25,1,-2.73
18204,2011-08-25,1,-14.4
13089,2011-08-25,1,-30.55
17719,2011-08-25,1,303.78
13050,2011-08-25,1,319.06
13971,2011-08-25,1,331.26
15315,2011-08-25,1,-18.96
14194,2011-08-25,1,630.68
15805,2011-08-25,1,570.25
14111,2011-08-25,1,153
12624,2011-08-25,1,341.19
14055,2011-08-25,1,725.64
12748,2011-08-25,4,262.61
18075,2011-08-25,1,404.8
13159,2011-08-25,1,394.28
13408,2011-08-25,1,601.88
12715,2011-08-25,1,353.86
16309,2011-08-25,1,372.37
16458,2011-08-25,1,184
16818,2011-08-25,1,129.75
15663,2011-08-25,1,138.14
14188,2011-08-25,1,-2.5
17730,2011-08-25,1,314.7
18200,2011-08-25,1,163.8
17189,2011-08-25,1,157.18
17576,2011-08-25,1,80.18
12704,2011-08-26,1,410.55
16184,2011-08-26,1,105
13340,2011-08-26,1,957.24
15203,2011-08-26,1,333.44
13630,2011-08-26,1,301.92
13003,2011-08-26,1,60
14606,2011-08-26,2,105.9
15078,2011-08-26,2,592.94
17949,2011-08-26,1,432
13408,2011-08-26,1,-13.16
13994,2011-08-26,1,130.99
18167,2011-08-26,1,498.48
15132,2011-08-26,1,352.36
,2011-08-26,7,1514.8
14866,2011-08-26,1,940.8
13644,2011-08-26,1,851.09
17451,2011-08-26,1,346.01
16556,2011-08-26,1,472.13
16641,2011-08-26,1,231.1
13812,2011-08-26,1,278.74
18036,2011-08-26,1,143.74
13489,2011-08-26,1,162.48
13527,2011-08-26,1,336.34
15356,2011-08-26,1,301.92
17920,2011-08-26,1,199.28
15641,2011-08-26,1,581.82
15611,2011-08-26,1,15
14646,2011-08-26,3,7428.04
14776,2011-08-26,1,191.1
13159,2011-08-26,1,-58.1
14141,2011-08-26,1,285.16
14135,2011-08-26,1,748.86
15074,2011-08-26,1,748.87
12948,2011-08-26,1,537.7
12492,2011-08-26,1,126.39
16872,2011-08-26,1,76.32
12683,2011-08-26,1,1130.95
15569,2011-08-28,1,244.8
15625,2011-08-28,1,287.85
16768,2011-08-28,2,91.49
15611,2011-08-28,1,385.47
15290,2011-08-28,1,35.4
14472,2011-08-28,1,142.74
14810,2011-08-28,1,352.23
15669,2011-08-28,1,130.8
13301,2011-08-28,1,137.19
15325,2011-08-28,1,162.29
12417,2011-08-25,1,562.69
15095,2011-08-28,2,332.78
16456,2011-08-28,1,124.16
16168,2011-08-28,1,169.38
15555,2011-08-28,1,264.73
18041,2011-08-28,1,239.11
18077,2011-08-28,1,301.93
16686,2011-08-28,1,835.95
13199,2011-08-28,1,85.92
13137,2011-08-28,1,292.52
17841,2011-08-28,2,517.76
16186,2011-08-28,1,365.78
16466,2011-08-28,1,233.67
12484,2011-08-28,1,1246.49
15856,2011-08-28,1,627.64
16353,2011-08-28,1,505.8
15312,2011-08-28,1,186.9
16816,2011-08-28,1,44.37
16931,2011-08-28,1,174.83
14044,2011-08-28,1,196.93
16107,2011-08-28,1,642.42
17346,2011-08-28,1,154.02
14606,2011-08-28,1,125.77
13778,2011-08-28,1,178.7
16806,2011-08-28,1,259.93
17633,2011-08-28,1,315.72
14911,2011-08-30,2,-132.23
12708,2011-08-30,1,403.83
17828,2011-08-30,1,-15.75
16126,2011-08-30,1,1862.7
13709,2011-08-30,1,612.09
,2011-08-30,20,23032.6
14096,2011-08-30,2,20.24
14108,2011-08-30,1,291.33
13870,2011-08-30,1,812.16
15769,2011-08-30,1,537
14527,2011-08-30,1,-54.8
17173,2011-08-30,1,-10.95
12931,2011-08-30,1,214.8
12748,2011-08-30,1,74.1
14901,2011-08-30,1,165.43
12814,2011-08-30,1,125.92
14078,2011-08-30,1,221.46
17402,2011-08-30,1,291.24
13524,2011-08-30,1,161.16
15866,2011-08-30,1,230.53
17416,2011-08-30,1,-10.08
14507,2011-08-30,1,309.38
16928,2011-08-30,1,252.5
17675,2011-08-30,1,762.58
13183,2011-08-30,1,211.96
14976,2011-08-30,1,109.7
12423,2011-08-31,1,198.98
17865,2011-08-31,1,-38.75
16746,2011-08-31,1,307.42
12477,2011-08-31,1,4257.06
,2011-08-31,37,4839.33
12484,2011-08-31,1,140
14057,2011-08-31,1,386.64
17725,2011-08-31,1,308.69
17315,2011-08-31,3,221.04
12678,2011-08-31,2,1475.44
15491,2011-08-31,1,390.98
14660,2011-08-31,1,128.95
16842,2011-08-31,1,397.24
17949,2011-08-31,1,340
16083,2011-08-31,1,979.64
15596,2011-08-31,1,16.9
14513,2011-08-31,1,138.24
14646,2011-08-31,1,-465.6
12948,2011-08-31,1,-11.25
15690,2011-08-31,1,111
18198,2011-08-31,1,314.28
16984,2011-08-31,1,-66.28
15984,2011-08-31,1,383.4
17450,2011-08-31,1,-167.08
12682,2011-08-31,1,250.8
17705,2011-08-31,1,-42.4
15498,2011-08-31,1,-99.92
16133,2011-08-31,1,-3.75
12490,2011-08-31,1,424.06
12560,2011-08-31,1,-32.62
17673,2011-06-30,1,142.52
15518,2011-07-05,1,-7.5
13338,2011-07-06,1,-15
13198,2011-07-06,1,431.57
12921,2011-07-06,2,928.05
15144,2011-07-07,1,443.2
16550,2011-07-07,1,-3.65
17340,2011-07-11,2,1195.12
12474,2011-07-12,1,191.6
16701,2011-07-12,1,-59.76
15561,2011-07-13,2,183.92
13012,2011-07-14,1,304.92
14640,2011-07-15,1,185.07
15311,2011-07-15,1,472.81
15206,2011-07-17,1,35.4
13967,2011-07-17,1,80.7
16398,2011-07-18,1,-54.75
17706,2011-07-18,1,-9.2
14583,2011-07-18,1,310.49
14178,2011-07-19,1,115.52
17065,2011-07-19,1,-112.35
13549,2011-07-20,1,132.95
15380,2011-07-21,1,352.46
14875,2011-07-21,1,-8.95
14733,2011-07-21,1,-24.7
,2011-07-22,11,5491.09
12438,2011-07-22,1,890.07
18161,2011-07-22,1,224.94
14916,2011-07-22,1,-4.14
15708,2011-07-24,2,623.78
16099,2011-07-25,1,273.8
14246,2011-07-25,1,520.23
18180,2011-07-26,1,301.2
15440,2011-07-26,1,111.86
12626,2011-07-26,1,-110.1
17160,2011-07-26,1,566.84
13730,2011-07-27,1,445.85
18241,2011-07-27,1,165
14527,2011-07-27,2,234.51
15289,2011-07-27,1,-4.68
14911,2011-07-27,2,764.51
14305,2011-07-27,1,1044.2
14364,2011-07-28,1,558.25
12853,2011-07-28,3,1072.1
17671,2011-07-28,1,-184.08
15329,2011-07-28,1,444.9
15776,2011-07-29,1,241.62
17750,2011-07-29,1,208.65
14341,2011-07-31,1,115.08
16255,2011-07-31,1,297.32
12748,2011-07-31,1,1.25
15228,2011-08-02,1,970.58
17696,2011-08-02,1,-9.75
13505,2011-08-02,1,-29.25
12720,2011-08-03,1,221.04
12757,2011-08-03,1,-15
13520,2011-08-03,1,-16.6
17940,2011-08-03,1,162
13975,2011-08-03,1,384.34
13408,2011-08-03,3,638.32
13098,2011-08-04,1,2022.6
16929,2011-08-04,1,199.74
14713,2011-08-04,1,372.24
18282,2011-08-05,1,100.21
13451,2011-08-05,1,811.01
12877,2011-08-07,1,100.4
16950,2011-08-07,1,606.41
13418,2011-08-07,1,263.19
15518,2011-08-08,1,-6.76
12901,2011-08-08,1,-15.84
15502,2011-08-08,2,159.12
,2011-08-08,5,3609.13
14606,2011-08-08,2,203.23
13588,2011-08-08,2,-22.11
17085,2011-08-08,1,347.75
16788,2011-08-08,1,300.31
16791,2011-08-09,1,224.12
14646,2011-08-09,2,12498.71
16422,2011-08-09,1,-57.6
13709,2011-08-09,1,-26.54
18282,2011-08-09,1,-1.45
14527,2011-08-09,1,150.74
17675,2011-08-09,2,637.86
13384,2011-08-10,1,-18.75
14495,2011-08-10,1,40.6
16750,2011-08-10,1,98.38
15498,2011-08-11,3,1015.66
15581,2011-08-11,1,2500
17686,2011-08-11,1,1552.6
14868,2011-08-11,1,400.6
17811,2011-08-11,1,120.42
13158,2011-08-12,1,305.34
15544,2011-08-12,1,324.72
12709,2011-08-12,1,-36.05
14790,2011-08-12,1,211.88
12431,2011-08-12,1,608.76
17611,2011-08-14,1,-12.75
14658,2011-08-14,1,123.14
17958,2011-08-15,1,508.46
13940,2011-08-15,1,172.44
15996,2011-08-15,1,111.56
17315,2011-08-16,1,168.15
16241,2011-08-17,1,182.97
15039,2011-08-17,2,694.11
16729,2011-08-17,1,395.37
17706,2011-08-17,1,301.5
17949,2011-08-17,3,-46.64
12697,2011-08-17,1,-9.9
17450,2011-08-17,3,16084.9
16401,2011-08-14,1,-1.65
14646,2011-08-18,1,-206.4
13925,2011-08-18,1,-48.85
13027,2011-08-18,1,1536
15615,2011-08-18,2,380.1
13381,2011-08-18,1,680.24
17742,2011-08-18,1,52.54
14064,2011-08-18,1,255.52
17747,2011-08-19,1,71.4
15159,2011-08-19,1,1394.58
12528,2011-08-19,1,-5
18241,2011-08-19,1,-15
16672,2011-08-19,1,398.7
14224,2011-08-21,1,186.62
18144,2011-08-22,1,357.8
14560,2011-08-22,2,91.2
16013,2011-08-22,3,2107.92
14387,2011-08-22,1,440.76
16184,2011-08-22,1,-3.25
17041,2011-08-23,1,446.39
16550,2011-08-23,2,512.92
13481,2011-08-23,2,382.34
16794,2011-08-23,1,128.31
13425,2011-08-23,1,449.56
,2011-08-24,8,-771.81
16996,2011-08-24,1,-20.65
16133,2011-08-24,1,-4.25
17256,2011-08-24,1,112.1
12662,2011-08-24,1,383.92
12649,2011-08-24,2,248.51
14401,2011-08-24,1,302.5
15764,2011-08-24,2,1582.1
15434,2011-08-24,2,280.32
14196,2011-08-25,1,335.52
14314,2011-08-25,1,120
12583,2011-08-25,1,243.1
14188,2011-08-22,1,293.1
15513,2011-08-25,1,222.96
15550,2011-08-25,1,154.24
16670,2011-08-25,1,691.21
15811,2011-08-26,1,478.96
14911,2011-08-26,2,1452.16
15615,2011-08-26,1,551.03
17146,2011-08-26,1,185.9
14837,2011-08-26,1,388.12
17183,2011-08-26,1,329.67
14869,2011-08-28,1,391.31
17690,2011-08-30,1,462.75
16133,2011-08-30,1,308.47
17298,2011-08-30,1,390.78
18225,2011-08-31,1,-37.55
13993,2011-08-31,1,219
16128,2011-07-19,1,306.4
18099,2011-08-04,1,168.31
13720,2011-08-15,1,247.35
14132,2011-08-18,1,338.12
14911,2011-08-23,2,42.5
12456,2011-08-23,1,-27.15
17719,2011-08-23,1,306.72
14210,2011-08-26,1,306.19
12931,2011-08-31,2,-7460.95
13709,2011-08-31,1,-32.8
18097,2011-08-31,1,-4.95
17706,2011-08-31,2,259.86
13078,2011-08-31,1,-2.28
16652,2011-08-31,1,-68.56
13534,2011-08-31,1,-12.48
17747,2011-08-31,1,-6.75
14895,2011-08-31,1,-22.85
17320,2011-08-31,1,290.52
14188,2011-08-31,1,-4.15
17588,2011-08-31,1,537.96
15786,2011-08-31,1,-67.2
16303,2011-08-31,1,-54.8
15260,2011-08-31,1,195.15
13089,2011-08-31,1,682.19
17299,2011-08-31,1,116.56
14525,2011-08-31,2,203.46
17777,2011-08-31,1,194.7
15582,2011-08-31,1,237.9
17677,2011-08-31,3,1598.97
17659,2011-08-31,1,102.48
13466,2011-08-31,1,-9.95
12621,2011-08-31,1,1179.64
17097,2011-08-31,1,138.4
16780,2011-08-31,1,263.3
15625,2011-08-31,1,-10.15
17581,2011-08-31,1,-41.6
17675,2011-08-31,1,-39.8
16180,2011-08-31,1,1724.8
15764,2011-08-31,1,-12.05
12901,2011-08-31,1,-25.44
13050,2011-08-31,1,-10.85
13694,2011-08-31,1,-151.2
12381,2011-08-31,1,-41.35
15856,2011-08-31,1,511.46
13408,2011-08-31,1,-74.69
17451,2011-08-31,1,-29.85
16422,2011-08-31,1,-57.6
13509,2011-09-01,1,40
,2011-09-01,1,0
14911,2011-08-21,1,458.9
16278,2011-08-31,1,566.38
13305,2011-09-01,1,75.3
16187,2011-09-01,2,794.38
17306,2011-09-01,1,576.74
13631,2011-09-01,1,52.5
13276,2011-09-01,1,137.38
16145,2011-09-01,1,318.01
12645,2011-09-01,1,-19.8
17572,2011-09-01,1,43.8
16011,2011-09-01,1,299.25
14092,2011-09-01,1,307.62
13408,2011-09-01,1,428.6
13588,2011-09-01,1,345.1
16880,2011-09-01,1,252.11
13089,2011-09-01,2,4313.84
16722,2011-09-01,1,422.08
15206,2011-09-01,1,183.6
14239,2011-09-01,1,149.7
13069,2011-09-01,1,476.76
17949,2011-09-01,1,480
12436,2011-09-01,1,509.01
14217,2011-09-01,1,126.5
17653,2011-09-01,1,180.1
13147,2011-09-01,1,118.8
15189,2011-09-01,1,319.95
15719,2011-09-01,1,515.17
13458,2011-09-01,1,322.98
16422,2011-09-01,1,550.98
17841,2011-09-01,2,345.54
17386,2011-09-01,2,155.94
16456,2011-09-01,1,457.6
12415,2011-09-01,2,2941.72
14414,2011-09-01,1,174.06
14298,2011-09-01,1,5590.67
16923,2011-09-01,1,522.97
18241,2011-09-01,1,143.8
13470,2011-09-01,1,49.5
16672,2011-09-01,1,608.1
13045,2011-09-01,1,305.28
16168,2011-09-01,1,85.92
17024,2011-09-01,1,25
17381,2011-09-01,1,1386
17220,2011-09-01,2,122.58
13376,2011-09-01,1,249.76
16729,2011-09-01,1,346.98
18171,2011-09-01,1,309.89
17576,2011-09-01,1,125.55
14907,2011-09-01,1,676.36
14482,2011-09-01,1,227.85
15829,2011-09-01,1,310.7
14735,2011-09-01,1,99.4
12971,2011-09-01,2,231.66
16764,2011-09-01,1,260.49
18172,2011-09-01,1,305.96
15910,2011-09-01,1,112.75
17750,2011-09-01,1,191.74
16638,2011-09-01,1,121.23
12828,2011-09-01,1,77.31
14911,2011-09-01,2,3880.56
16474,2011-09-01,1,-27
13099,2011-09-01,1,207.36
12739,2011-09-01,1,975.54
14420,2011-09-01,1,387.52
13437,2011-09-01,1,149.35
16525,2011-09-01,1,373.8
13629,2011-09-01,1,821
15410,2011-09-01,1,386.74
14713,2011-09-01,1,207.73
16808,2011-09-01,1,121.92
16992,2011-09-02,1,301.2
12708,2011-09-02,1,-2.1
16333,2011-09-02,1,1250.4
17450,2011-09-02,1,-200
16705,2011-09-02,1,1585.92
,2011-09-02,29,12024.97
13418,2011-09-02,1,402
14276,2011-09-02,1,399.34
14299,2011-09-02,1,-49.25
16945,2011-09-02,1,301.85
12670,2011-09-02,1,608.08
17949,2011-09-02,2,1869.36
14436,2011-09-02,1,89.06
16735,2011-09-02,2,896.38
16678,2011-09-02,1,306.96
12408,2011-09-02,1,642.28
15864,2011-09-02,1,543.6
15860,2011-09-02,1,112.86
18027,2011-09-02,1,115.31
13643,2011-09-02,1,171.5
12748,2011-09-02,2,14.43
12474,2011-09-02,1,465.68
16013,2011-09-02,1,1821.6
12483,2011-09-02,1,309.45
14911,2011-09-02,1,749.13
13726,2011-08-31,1,292.68
12474,2011-09-01,1,-17.9
16092,2011-09-02,1,-30
18102,2011-09-02,1,4913.52
16102,2011-09-02,1,553.08
17857,2011-09-02,1,561.6
12423,2011-09-02,1,-10.2
12794,2011-09-02,1,317
15311,2011-09-02,2,292.74
16210,2011-09-02,1,344.88
14527,2011-09-02,2,130.52
14019,2011-09-02,1,416.24
15628,2011-09-02,1,311.85
12921,2011-09-02,2,1158.92
16745,2011-09-02,1,461.77
12437,2011-09-02,2,334.68
14606,2011-09-02,2,100.66
13232,2011-09-02,1,169.85
16086,2011-09-02,1,312.64
16706,2011-09-02,1,120.02
12832,2011-09-02,1,267.8
14004,2011-09-02,1,241
16989,2011-09-02,1,33
16674,2011-09-02,1,122.2
13695,2011-09-02,1,381.54
12375,2011-09-02,1,230.3
14948,2011-09-02,1,82.36
14178,2011-09-02,1,180.47
17091,2011-09-02,2,697.59
17090,2011-09-02,1,162.72
18087,2011-09-02,1,852.8
14415,2011-09-02,2,455.32
14463,2011-09-02,1,220.2
16173,2011-09-02,1,429.38
14096,2011-09-02,2,90.21
13507,2011-09-02,1,386.32
15039,2011-09-01,1,559.72
12471,2011-09-02,1,-84.72
17997,2011-09-02,1,269.17
14560,2011-09-02,1,50.4
13408,2011-09-02,1,-110.43
15856,2011-09-02,1,855.28
16686,2011-09-02,1,414.19
16401,2011-09-02,1,-5
16187,2011-09-02,1,-30.6
13434,2011-09-04,1,72.84
14211,2011-09-04,1,220.04
13804,2011-09-04,1,188.3
16983,2011-09-04,1,305.08
16813,2011-09-04,1,125.46
16761,2011-09-04,1,316.62
14691,2011-09-04,1,835.08
13772,2011-09-04,1,457.8
14156,2011-09-04,1,629.04
18223,2011-09-04,1,431.73
15046,2011-09-04,1,121.2
14067,2011-09-04,1,224.67
12710,2011-09-04,1,358.66
15738,2011-09-04,1,295.04
13576,2011-09-04,1,323.73
13808,2011-09-04,1,573.46
16326,2011-09-04,1,313.05
16744,2011-09-04,1,161.82
17774,2011-09-04,2,225.59
12569,2011-09-04,1,91.86
15215,2011-09-04,1,300.04
15561,2011-09-04,1,-77.85
12851,2011-09-04,1,135.18
12867,2011-09-04,2,659.99
16434,2011-09-04,1,182.12
14335,2011-09-04,1,359.25
14965,2011-09-04,2,599
16241,2011-09-04,2,278.27
14189,2011-09-04,1,360.96
17050,2011-09-04,1,568.25
17229,2011-09-04,1,161.05
14852,2011-09-04,1,554.21
12709,2011-09-04,1,761.68
13240,2011-09-04,1,110.04
12627,2011-09-04,1,819.26
12567,2011-09-04,1,891.82
17894,2011-09-04,1,128.9
13548,2011-09-04,1,401.4
16057,2011-09-04,3,484.69
14107,2011-09-04,1,625.1
17722,2011-09-04,1,323.16
15365,2011-09-04,1,752.67
15187,2011-09-04,1,316.84
15136,2011-09-04,1,582.9
17410,2011-09-04,1,117.15
,2011-09-04,1,114.56
16629,2011-09-04,1,236.78
14565,2011-09-05,2,523.95
16523,2011-09-05,1,477.7
16656,2011-09-05,1,859.68
16843,2011-09-05,1,1414.64
18261,2011-09-05,1,224.8
16551,2011-09-05,1,304.95
13748,2011-09-05,2,367.4
15364,2011-09-05,1,581.39
12422,2011-09-05,1,147.7
14129,2011-09-05,2,367.33
17389,2011-09-05,1,591.3
12576,2011-09-05,1,275.7
13931,2011-09-05,1,859.32
16255,2011-09-05,1,385.04
16717,2011-09-05,1,423.5
14156,2011-09-05,4,8343.86
13630,2011-09-05,1,-6.3
15005,2011-09-05,1,195.42
13999,2011-09-05,1,307.03
18273,2011-09-05,1,102
16891,2011-09-05,1,122.22
15307,2011-09-05,1,205.3
13881,2011-09-05,2,2429.54
14401,2011-09-05,1,313.08
17491,2011-09-05,1,457.8
12502,2011-09-05,1,1092.35
14159,2011-09-05,1,575.68
16820,2011-09-05,1,497.61
,2011-09-05,5,1458.44
14177,2011-09-05,2,191.33
14534,2011-09-05,1,131.64
14111,2011-09-05,1,48.3
18283,2011-09-05,1,134.9
13851,2011-09-05,1,1298.18
12816,2011-09-05,1,253.55
14243,2011-09-05,1,315.17
16172,2011-09-05,2,339.86
12727,2011-09-05,1,537.3
16918,2011-09-05,1,299.67
17450,2011-09-05,1,691.2
16029,2011-09-05,3,982.1
17612,2011-09-05,1,344.07
13510,2011-09-05,1,312.49
13192,2011-09-05,1,447.62
